host_tenure,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,room_type,accommodates,bathrooms,bedrooms,beds,price_per_night,minimum_nights,number_of_reviews,number_of_reviews_ly,review_scores_rating,reviews_per_month
Established,f,23,t,t,Centro,Entire home/apt,2,1,1,1,147.5,2,91,12,4.75,2.27
Veteran,f,8,t,t,Centro,Entire home/apt,2,1,1,1,160,4,91,24,4.71,1.16
Veteran,f,123,t,t,Centro,Entire home/apt,2,1,1,,161.5,2,91,2,4.7,1.5
Veteran,f,22,t,f,Centro,Entire home/apt,2,1,,2,172,2,91,29,4.68,2
Veteran,f,109,t,t,Centro,Entire home/apt,4,1,2,2,172,1,91,41,4.24,3.92
New,f,3,t,t,Centro,Entire home/apt,5,2,2,3,172.1,1,91,46,4.74,3.69
Veteran,t,30,t,t,Centro,Entire home/apt,4,1,1,2,200,1,91,24,4.85,2.32
Established,t,3,t,t,Centro,Entire home/apt,4,1,1,1,205,1,91,20,4.78,1.82
Veteran,t,1,t,t,Centro,Entire home/apt,5,2,2,3,215.5,1,91,36,4.81,3.01
Established,t,4,t,t,Centro,Entire home/apt,5,2,2,2,228.24,1,91,54,4.88,4.33
Established,t,105,t,t,Centro,Entire home/apt,2,1,1,1,247,2,91,36,4.88,3.03
Veteran,f,4,t,t,Centro,Entire home/apt,6,2,3,4,399.5,1,91,11,4.81,2
Veteran,t,1,t,t,Centro,Entire home/apt,4,2,2,4,580,1,91,14,4.87,0.7
Veteran,f,391,t,t,Centro,Entire home/apt,9,3.5,4,7,596.75,2,91,8,4.62,1.74
New,t,1,t,t,Chamartín,Entire home/apt,4,1,2,3,105.74,10,91,42,4.84,3.21
New,t,2,t,t,Chamartín,Entire home/apt,3,1,1,2,126,2,91,40,4.86,3.24
Veteran,f,1,t,t,Chamartín,Entire home/apt,2,1,1,1,137,2,91,12,4.52,0.78
Veteran,t,1,t,t,Chamberí,Entire home/apt,2,1,1,1,84.1,28,91,11,4.91,0.7
Veteran,f,8,t,t,Chamberí,Entire home/apt,2,1,1,1,185.5,2,91,14,4.77,1.64
New,t,3,t,t,Ciudad Lineal,Private room,2,1.5,1,1,69,1,91,33,4.89,3.12
Veteran,f,3,t,t,Fuencarral - El Pardo,Entire home/apt,8,2,3,6,197,2,91,39,4.48,2.97
Established,t,18,t,t,Hortaleza,Entire home/apt,4,1,1,2,79.5,1,91,39,4.8,3.5
New,t,1,t,t,Moratalaz,Entire home/apt,4,1,2,3,145.25,1,91,54,4.81,4.32
New,f,1,t,t,Puente de Vallecas,Entire home/apt,4,1,1,1,84.56,2,91,66,4.74,4.17
Veteran,f,216,t,t,Puente de Vallecas,Entire home/apt,6,1,2,3,168,1,91,37,4.73,1.8
Established,t,1,t,t,Retiro,Private room,1,0,1,1,33.5,30,91,3,4.87,0.77
Veteran,f,17,t,t,Salamanca,Entire home/apt,5,2,2,3,326,1,91,18,4.56,0.77
New,t,1,t,t,Tetuán,Entire home/apt,2,1,1,1,91.5,2,91,40,4.85,3.31
New,f,8,t,t,Tetuán,Entire home/apt,4,1,3,3,181,2,91,43,4.87,3.19
New,t,2,t,t,Usera,Private room,2,1,1,1,60,2,91,28,4.96,2.71
Veteran,t,2,t,t,Arganzuela,Entire home/apt,2,1,1,,130.04,4,92,5,4.91,1.8
Veteran,f,44,t,t,Arganzuela,Entire home/apt,6,2,3,4,232.52,4,92,33,4.74,2.73
Established,t,1,f,t,Carabanchel,Entire home/apt,4,2,2,3,157,2,92,33,4.91,2.76
Veteran,f,6,t,t,Centro,Private room,2,1,1,1,60,1,92,60,4.51,3.28
Veteran,t,2,t,t,Centro,Entire home/apt,2,1,,2,71.03,18,92,6,4.79,0.62
Veteran,t,9,t,t,Centro,Private room,2,1,1,1,74.18,1,92,62,4.77,5.71
New,t,1,f,t,Centro,Entire home/apt,4,1,2,2,108.41,2,92,52,4.79,3.85
New,f,1,f,t,Centro,Entire home/apt,4,1,2,2,119.83,2,92,52,4.8,3.91
Established,f,236,t,t,Centro,Entire home/apt,3,1,1,2,125,2,92,35,4.57,2.78
Veteran,f,44,t,t,Centro,Entire home/apt,3,2,1,2,129.33,3,92,27,4.74,2.05
Veteran,f,261,t,t,Centro,Entire home/apt,3,1,1,2,131.5,1,92,33,4.43,2.41
New,t,1,t,t,Centro,Entire home/apt,4,1,2,2,155.5,1,92,61,4.88,5.11
New,f,1,t,t,Centro,Entire home/apt,4,1,2,2,165,1,92,26,4.63,2.91
Veteran,f,17,t,t,Centro,Entire home/apt,6,1,1,2,196.5,2,92,15,4.73,2.62
Veteran,t,6,t,f,Centro,Entire home/apt,2,1,1,1,197,1,92,30,4.79,1.19
New,f,1,t,t,Centro,Entire home/apt,2,1,1,1,222,1,92,37,4.59,3.15
Veteran,f,1,t,t,Centro,Entire home/apt,7,1.5,4,4,257.5,2,92,47,4.75,3.95
Veteran,t,7,t,t,Centro,Entire home/apt,5,1,2,4,290,3,92,11,4.65,0.61
Veteran,f,51,t,t,Centro,Entire home/apt,4,2,2,2,335.37,1,92,45,4.79,3.29
Veteran,t,2,t,t,Centro,Entire home/apt,6,3,3,4,349.09,4,92,29,4.95,2.71
Veteran,t,12,t,t,Centro,Entire home/apt,3,1,2,2,353,1,92,19,4.82,1.55
New,t,1,t,t,Centro,Entire home/apt,6,2,2,5,397,2,92,41,4.84,2.98
Veteran,t,1,t,t,Chamartín,Entire home/apt,2,1,1,1,116.2,25,92,6,4.92,0.72
Veteran,f,14,t,t,Chamberí,Private room,2,2,1,1,78.74,2,92,35,4.46,3.06
New,f,1,t,t,Chamberí,Entire home/apt,4,1,1,2,91,2,92,39,4.65,3.05
Established,f,5,t,t,Chamberí,Entire home/apt,5,2,2,3,181.5,2,92,21,4.65,1.92
New,t,1,t,t,Ciudad Lineal,Entire home/apt,4,1,1,2,128.38,2,92,39,4.79,3.9
New,f,91,t,t,Hortaleza,Private room,2,2,1,1,35,1,92,46,4.6,8.24
Established,f,2,t,t,Latina,Private room,2,1.5,1,1,52,2,92,30,4.6,2.36
Veteran,t,1,t,t,Latina,Entire home/apt,2,1,1,2,70.62,21,92,4,4.7,0.7
Established,f,28,t,t,Moncloa - Aravaca,Private room,3,1.5,,2,71,1,92,41,4.65,2.91
New,f,7,t,t,Puente de Vallecas,Private room,2,1,1,1,72,1,92,55,4.67,9.75
Veteran,f,21,t,t,Puente de Vallecas,Entire home/apt,4,1,1,1,115,1,92,15,4.59,1.26
New,t,1,t,t,Puente de Vallecas,Entire home/apt,3,1,1,2,120,1,92,56,4.87,4.87
Established,f,1,t,t,Retiro,Entire home/apt,2,1,1,,142.5,2,92,27,4.78,2.35
Established,t,6,t,t,Retiro,Entire home/apt,6,1,2,4,356,1,92,25,4.83,2.5
New,f,21,t,t,Salamanca,Entire home/apt,3,0,2,2,97.68,7,92,61,4.79,5.04
Veteran,f,4,t,t,San Blas - Canillejas,Private room,1,1,1,1,52,1,92,39,4.43,1.14
New,f,2,t,t,Tetuán,Entire home/apt,4,1,1,2,93.35,2,92,63,4.52,4.38
Veteran,f,17,t,t,Tetuán,Entire home/apt,9,1,2,4,119,1,92,31,4.62,2.67
New,t,5,t,t,Tetuán,Entire home/apt,6,1,2,3,176.4,1,92,54,4.89,3.94
New,t,2,t,t,Usera,Private room,2,1,1,1,43.5,2,92,45,4.98,3.3
Established,f,173,t,t,Usera,Private room,2,1,1,1,65,1,92,71,4.21,6.2
Veteran,f,29,t,t,Usera,Entire home/apt,6,1,2,3,128,1,92,43,4.59,2.07
New,t,1,t,t,Arganzuela,Entire home/apt,2,2,1,1,118.5,2,93,34,4.84,2.55
Veteran,t,2,t,t,Carabanchel,Private room,1,1.5,1,1,57,1,93,33,4.88,3.31
Veteran,t,12,t,t,Carabanchel,Entire home/apt,2,1,1,1,89,1,93,50,4.86,5.96
Veteran,f,3,t,t,Carabanchel,Entire home/apt,2,1,1,1,97,1,93,51,4.76,6.64
Veteran,t,2,t,t,Centro,Entire home/apt,2,1,1,1,71.03,1,93,5,4.6,0.62
Veteran,f,1,t,t,Centro,Private room,3,1,1,1,75.32,2,93,21,4.73,0.65
Veteran,f,79,t,t,Centro,Entire home/apt,3,1,1,2,110,3,93,13,4.57,1.63
Veteran,f,79,t,t,Centro,Entire home/apt,2,1,1,1,110,3,93,11,4.62,0.66
Established,f,1,t,t,Centro,Private room,2,1.5,1,1,114.5,2,93,29,4.85,2.46
New,f,1,t,t,Centro,Entire home/apt,4,1,1,2,129.5,2,93,24,4.71,2.56
Veteran,t,6,t,t,Centro,Entire home/apt,4,1,1,2,135.25,7,93,61,4.85,3.83
Veteran,f,79,t,t,Centro,Entire home/apt,4,1,1,1,138,2,93,26,4.57,1.8
Established,f,1,t,t,Centro,Entire home/apt,2,1,1,1,146.67,28,93,14,4.58,2.14
Veteran,f,109,t,t,Centro,Entire home/apt,4,1,1,2,156,1,93,39,4.48,3.42
Veteran,f,16,t,t,Centro,Entire home/apt,4,1,2,2,161.67,3,93,14,4.81,1.68
Established,t,13,t,t,Centro,Entire home/apt,4,1,1,2,180,1,93,29,4.7,1.78
New,f,2,t,t,Centro,Entire home/apt,4,1,2,2,249.3,1,93,54,4.73,4.37
Veteran,f,8,t,t,Centro,Entire home/apt,6,2,4,4,265.8,5,93,6,4.9,0.87
Veteran,f,391,t,t,Centro,Entire home/apt,8,1,3,5,269.33,1,93,23,4.44,2.48
Veteran,f,33,t,t,Centro,Entire home/apt,4,2,2,3,326.33,2,93,55,4.89,4.33
Established,t,105,t,t,Centro,Entire home/apt,4,2,2,2,380.67,1,93,42,4.89,3.27
New,t,1,t,t,Centro,Entire home/apt,6,2,2,3,562.5,2,93,54,4.97,4.16
New,t,2,t,t,Chamartín,Private room,2,1,1,1,126,2,93,24,4.98,2.8
Established,t,4,t,t,Chamartín,Entire home/apt,4,2,2,2,216.82,1,93,37,4.78,3.24
Veteran,t,2,t,t,Chamberí,Private room,1,1,1,1,71.5,2,93,19,4.83,1
Veteran,t,1,t,t,Ciudad Lineal,Private room,1,1,2,3,49.5,2,93,24,4.78,1.4
Veteran,f,1,t,f,Ciudad Lineal,Private room,2,1,1,1,79,1,93,19,4.92,1.07
New,t,26,t,t,Ciudad Lineal,Entire home/apt,7,1,2,5,132.5,2,93,64,4.78,4.35
Veteran,t,1,t,t,Ciudad Lineal,Entire home/apt,4,2,3,3,160.91,5,93,10,4.57,0.66
New,t,2,t,t,Fuencarral - El Pardo,Private room,1,1,1,1,46.79,1,93,37,4.96,3.15
Veteran,f,14,t,t,Latina,Entire home/apt,4,1,2,3,152.33,3,93,32,4.71,2.72
Established,f,2,t,t,Moncloa - Aravaca,Entire home/apt,5,1.5,2,4,261,2,93,25,4.71,1.76
Veteran,f,15,t,t,Moncloa - Aravaca,Entire home/apt,4,1,1,2,411,1,93,34,4.99,3.1
Established,f,4,t,t,Puente de Vallecas,Entire home/apt,2,1,1,1,86,1,93,20,4.8,2.51
New,f,1,t,t,Puente de Vallecas,Entire home/apt,3,1,1,2,104.5,2,93,26,4.81,2.74
Veteran,f,1,t,t,Salamanca,Entire home/apt,10,4,5,8,402.5,2,93,39,4.82,2.67
New,f,5,t,t,San Blas - Canillejas,Private room,2,1,1,1,42,1,93,4,4.59,14.16
Established,f,7,t,t,Tetuán,Entire home/apt,5,1,2,2,137,2,93,33,4.65,2.47
New,t,1,t,t,Tetuán,Entire home/apt,7,2,3,4,334.5,2,93,30,4.85,2.81
Veteran,f,4,t,t,Villaverde,Entire home/apt,5,1,3,4,92.87,10,93,5,4.74,0.88
Veteran,f,118,t,t,Arganzuela,Entire home/apt,6,2,3,3,183,2,94,45,4.6,1.83
Veteran,t,33,t,t,Centro,Private room,2,1,1,1,98.5,2,94,40,4.87,2.83
New,f,9,t,t,Centro,Private room,2,1,1,1,100,1,94,45,4.6,3.8
Veteran,t,2,t,t,Centro,Entire home/apt,3,1,,2,125,1,94,5,4.78,1.11
Veteran,t,8,t,t,Centro,Entire home/apt,2,1,1,3,136.6,15,94,16,4.91,1.44
Established,t,1,t,t,Centro,Entire home/apt,4,1,1,2,137.8,4,94,6,4.87,2
Veteran,t,19,t,t,Centro,Entire home/apt,3,1,2,2,140.25,4,94,30,4.77,2.16
Veteran,f,32,t,f,Centro,Entire home/apt,3,1,1,2,145.8,1,94,0,4.09,1.17
Veteran,t,13,t,t,Centro,Entire home/apt,4,1,1,2,202,2,94,10,4.77,1
Veteran,t,11,t,t,Centro,Entire home/apt,3,2,1,2,218,1,94,22,4.89,1.67
Veteran,t,11,t,t,Centro,Entire home/apt,3,1,1,2,222,1,94,20,4.86,1.66
New,f,1,t,t,Centro,Entire home/apt,6,2,3,3,264,1,94,33,4.57,2.92
New,t,2,t,t,Centro,Entire home/apt,4,2,2,3,288.72,5,94,49,4.93,3.98
Veteran,f,67,t,t,Centro,Entire home/apt,4,1,1,,292.5,1,94,1,4.87,1.06
Veteran,f,32,t,f,Centro,Entire home/apt,9,2.5,3,5,342,1,94,16,4.36,1.7
Veteran,t,11,t,t,Centro,Entire home/apt,4,1.5,2,2,345.33,3,94,36,4.79,2.82
Established,f,78,t,t,Centro,Entire home/apt,6,2,3,5,386.55,1,94,39,4.61,1.8
Veteran,f,261,t,t,Centro,Entire home/apt,6,2,3,3,749,1,94,21,4.9,1.83
New,f,2,t,t,Chamartín,Entire home/apt,4,2,2,2,120,1,94,40,4.65,3.64
New,t,1,t,t,Chamartín,Entire home/apt,5,1.5,,6,131.81,1,94,58,4.67,6.1
Established,t,4,t,t,Chamartín,Entire home/apt,2,1,1,1,189,1,94,57,4.74,4.62
Veteran,f,1,t,t,Chamberí,Private room,2,1,1,1,79,2,94,30,4.82,2.71
Established,f,9,t,t,Chamberí,Entire home/apt,2,1,1,2,112,1,94,68,4.53,2.12
Veteran,t,3,t,t,Chamberí,Private room,2,1,1,1,114,1,94,18,4.82,1
Veteran,f,2,t,t,Chamberí,Entire home/apt,3,1,2,2,242,2,94,6,4.78,0.78
New,f,1,t,t,Chamberí,Entire home/apt,8,3,4,8,303,2,94,41,4.85,3.51
New,f,2,t,t,Ciudad Lineal,Entire home/apt,4,1,1,2,86.16,2,94,37,4.69,3.22
Veteran,f,1,t,t,Fuencarral - El Pardo,Private room,1,1,1,1,22.83,18,94,3,4.72,0.95
New,t,2,t,t,Fuencarral - El Pardo,Private room,2,1,1,1,47.93,1,94,39,4.9,2.61
Veteran,t,16,t,t,Hortaleza,Entire home/apt,4,1,1,2,170,2,94,20,4.88,1.19
Established,f,28,t,t,Moncloa - Aravaca,Private room,4,1.5,,3,88,1,94,41,4.37,3
Veteran,f,79,t,t,Moncloa - Aravaca,Entire home/apt,3,1,1,1,140,3,94,16,4.53,0.97
New,t,1,t,t,Puente de Vallecas,Private room,3,1,,2,61,1,94,48,4.88,4.18
New,f,2,t,t,Puente de Vallecas,Entire home/apt,7,2,4,7,211.5,2,94,61,4.55,4.56
Veteran,f,391,t,t,Salamanca,Entire home/apt,6,1,2,4,164.3,1,94,15,4.55,1.75
Veteran,f,1,t,t,Salamanca,Entire home/apt,2,1,1,1,174.5,2,94,30,4.77,1.95
Veteran,f,391,t,t,Salamanca,Entire home/apt,6,2,2,4,221,1,94,23,4.49,2.18
Veteran,f,391,t,t,Salamanca,Entire home/apt,7,2,3,4,298,1,94,41,4.63,2.36
Established,f,6,t,t,Tetuán,Entire home/apt,3,1,1,1,125.75,2,94,51,4.74,2.97
Veteran,f,22,t,t,Tetuán,Entire home/apt,4,1,1,2,149.5,2,94,22,4.72,1.86
Established,f,173,t,t,Tetuán,Entire home/apt,6,2,3,3,195,1,94,55,4.81,5.23
Established,f,173,t,t,Villa de Vallecas,Entire home/apt,2,1,1,1,61.5,1,94,44,4.22,2.36
New,f,1,t,t,Arganzuela,Entire home/apt,2,1,1,1,107,2,95,33,4.61,3.25
Veteran,f,81,t,t,Arganzuela,Entire home/apt,5,2,3,4,308.12,1,95,28,4.63,2.69
Veteran,t,1,t,t,Centro,Entire home/apt,2,1,1,1,60,10,95,3,4.69,1.22
Veteran,f,6,t,t,Centro,Private room,2,1,1,1,63,2,95,56,4.86,5.65
New,t,13,t,t,Centro,Entire home/apt,2,1,1,2,84,1,95,39,4.83,9.05
Veteran,f,181,t,t,Centro,Private room,2,1,1,1,100.33,2,95,35,4.55,2.21
Veteran,f,8,t,t,Centro,Entire home/apt,4,2,1,2,107,1,95,27,4.79,1.63
Veteran,f,181,t,t,Centro,Entire home/apt,2,1,1,1,109.41,2,95,64,4.69,4.67
New,t,2,t,t,Centro,Entire home/apt,2,1,1,1,110,2,95,36,4.8,2.81
Established,f,2,t,t,Centro,Entire home/apt,2,1,1,,115.17,3,95,28,4.61,1.85
Veteran,f,29,t,t,Centro,Entire home/apt,4,1,1,1,127,1,95,61,4.71,7.07
New,f,10,t,t,Centro,Entire home/apt,2,1,1,1,156,1,95,37,4.62,12.45
Veteran,t,3,t,t,Centro,Entire home/apt,4,1,1,2,178.33,3,95,38,4.85,3.45
New,f,3,t,t,Centro,Entire home/apt,6,2,2,4,204.16,1,95,62,4.8,4.52
Established,t,105,t,t,Centro,Entire home/apt,2,1,1,1,216,1,95,40,4.87,3.17
Veteran,f,6,t,t,Centro,Entire home/apt,2,1,1,1,217,3,95,27,4.89,2.44
Veteran,t,7,t,t,Centro,Entire home/apt,6,2,2,4,245.4,2,95,17,4.77,0.96
New,f,3,t,t,Centro,Entire home/apt,8,2,4,6,261.73,2,95,55,4.75,3.87
Veteran,t,60,t,t,Centro,Entire home/apt,16,3,5,10,475,1,95,35,4.86,3.08
Veteran,f,81,t,t,Centro,Entire home/apt,8,3,4,5,537,1,95,60,4.75,4.37
Veteran,f,1,t,t,Chamartín,Private room,1,1,2,1,99,2,95,0,4.75,0.8
Veteran,t,1,t,t,Moncloa - Aravaca,Entire home/apt,4,2,2,3,297.33,1,95,28,4.66,1.79
New,f,2,f,t,Puente de Vallecas,Entire home/apt,3,1,1,1,58,1,95,53,4.47,3.63
New,f,7,t,t,Puente de Vallecas,Entire home/apt,2,1,1,1,60,1,95,66,4.73,5.7
Veteran,f,14,t,t,Salamanca,Entire home/apt,3,1,1,2,162,1,95,46,4.75,2.35
Veteran,f,44,t,t,Salamanca,Entire home/apt,4,2,2,3,225.4,2,95,13,4.73,0.96
Veteran,t,1,t,t,Tetuán,Entire home/apt,4,1,1,3,135.33,1,95,12,4.77,0.82
New,t,5,t,t,Tetuán,Entire home/apt,6,1,1,5,147,1,95,39,4.96,4.86
Veteran,f,22,t,t,Tetuán,Entire home/apt,4,1,1,2,149.5,2,95,21,4.76,1.89
Established,f,5,t,t,Tetuán,Entire home/apt,7,2,4,4,209.22,1,95,29,4.87,2.22
Veteran,f,391,t,t,Tetuán,Entire home/apt,6,2,2,3,234,1,95,37,4.62,1.98
Established,f,1,t,t,Vicálvaro,Private room,2,1,1,1,66.67,3,95,24,4.91,1.97
Established,t,1,t,t,Arganzuela,Entire home/apt,2,1.5,1,1,98.71,3,96,32,4.91,1.98
New,t,1,t,t,Arganzuela,Entire home/apt,3,1,2,2,149,1,96,37,4.7,3.1
Established,f,4,t,t,Arganzuela,Entire home/apt,6,2,2,3,224.5,2,96,20,4.66,1.82
Veteran,t,1,t,t,Carabanchel,Private room,1,1.5,1,1,29.75,4,96,8,4.84,0.73
Established,f,2,t,t,Carabanchel,Private room,3,0,1,2,74,1,96,11,4.8,2.01
Established,f,2,t,t,Carabanchel,Entire home/apt,4,1,1,2,88.44,2,96,31,4.67,2.2
New,t,1,t,t,Carabanchel,Entire home/apt,4,2,2,2,266,1,96,37,4.78,3.3
Veteran,t,33,t,t,Centro,Private room,2,1,1,1,87.5,1,96,56,4.93,2.59
Veteran,f,79,t,t,Centro,Entire home/apt,3,1,1,1,110,2,96,39,4.65,2.96
Established,f,38,t,t,Centro,Entire home/apt,2,1,1,1,115,2,96,27,4.43,2
Veteran,f,79,t,t,Centro,Entire home/apt,4,1,1,1,121,3,96,13,4.38,1.2
New,f,1,f,t,Centro,Entire home/apt,4,1,1,1,123,1,96,60,4.63,4.11
New,f,6,t,t,Centro,Entire home/apt,2,1,1,1,148.35,1,96,71,4.53,5.27
Veteran,f,20,t,t,Centro,Entire home/apt,6,1,2,3,160.5,1,96,0,4.22,0.98
Veteran,f,60,t,t,Centro,Entire home/apt,6,1.5,3,4,170.8,2,96,56,4.23,4.62
Veteran,f,2,t,t,Centro,Entire home/apt,2,1,1,2,171.5,2,96,8,4.73,0.95
New,f,1,t,t,Centro,Entire home/apt,3,1,1,2,183,1,96,66,4.77,5.39
Veteran,t,13,t,t,Centro,Entire home/apt,3,1,2,2,211.12,2,96,46,4.9,3.95
Established,f,4,t,t,Centro,Entire home/apt,4,1,2,2,211.5,2,96,40,4.69,2.76
Veteran,f,3,t,t,Centro,Entire home/apt,6,2,2,4,216.26,1,96,28,4.81,2.82
New,f,2,t,t,Centro,Entire home/apt,12,2,6,7,242,1,96,71,4.21,5.29
Established,f,8,t,t,Centro,Entire home/apt,4,2,2,2,349.67,3,96,40,4.69,2.48
Established,f,9,t,t,Centro,Private room,4,1,1,4,387,1,96,23,4.73,2.89
Established,f,5,t,t,Chamberí,Entire home/apt,4,1,2,3,161.45,1,96,59,4.56,5.13
New,f,1,f,t,Chamberí,Entire home/apt,16,5,8,8,429,1,96,36,4.68,3.6
Veteran,t,1,t,t,Fuencarral - El Pardo,Entire home/apt,3,0.5,1,4,63,2,96,48,4.75,3.58
Established,f,1,t,t,Hortaleza,Private room,2,1,1,1,55.5,2,96,27,4.69,2.28
Veteran,t,36,t,t,Latina,Entire home/apt,3,1,1,2,112.86,3,96,32,4.85,2.48
Established,t,3,t,t,Puente de Vallecas,Entire home/apt,3,1,,2,68.5,2,96,52,4.68,4.42
New,t,2,t,t,Puente de Vallecas,Entire home/apt,4,1,1,2,97,1,96,50,4.75,4.62
New,t,1,t,t,Salamanca,Private room,1,1,1,1,112,1,96,55,4.96,4.02
Established,t,10,t,t,Salamanca,Entire home/apt,7,2,4,4,238.26,2,96,19,4.54,1.9
Established,t,1,t,t,San Blas - Canillejas,Entire home/apt,2,1,1,1,117.5,1,96,30,4.8,2.29
New,t,1,t,t,San Blas - Canillejas,Entire home/apt,5,2,2,3,148.72,1,96,47,4.83,8.23
New,f,91,t,t,Tetuán,Private room,2,2,1,1,32,1,96,55,4.52,8.14
Veteran,f,6,t,t,Tetuán,Entire home/apt,4,1,1,2,42.88,30,96,22,4.49,2.7
Veteran,f,11,t,t,Tetuán,Entire home/apt,3,1,1,1,92,1,96,69,4.76,6.04
Established,t,2,t,t,Tetuán,Entire home/apt,2,1,1,1,149.8,1,96,34,4.81,2.91
Established,f,173,t,t,Tetuán,Entire home/apt,6,2,3,3,206,1,96,67,4.72,5.08
New,f,14,t,t,Arganzuela,Entire home/apt,4,1,1,2,88,1,97,51,4.66,3.75
New,t,5,t,t,Arganzuela,Private room,2,4,1,2,90.5,2,97,4,4.97,15.9
New,t,3,t,t,Carabanchel,Private room,2,1,1,1,52,1,97,47,4.78,4.01
Veteran,t,73,t,t,Carabanchel,Entire home/apt,2,1,1,2,121.67,3,97,35,4.81,2.4
New,f,22,t,t,Centro,Entire home/apt,2,1,1,,88.44,2,97,47,4.45,3.89
New,f,12,t,t,Centro,Entire home/apt,2,1,1,1,97,1,97,52,4.45,3.85
Veteran,f,123,t,t,Centro,Entire home/apt,2,1,1,1,101,2,97,3,4.55,2.11
Veteran,f,118,t,t,Centro,Entire home/apt,4,1,2,2,103.33,3,97,53,4.44,3.89
Established,f,1,t,t,Centro,Entire home/apt,3,1,1,1,124,2,97,39,4.66,2.26
Veteran,f,3,t,t,Centro,Entire home/apt,6,1,,3,125,1,97,20,4.51,1.26
New,f,2,t,t,Centro,Entire home/apt,4,1,1,2,126,1,97,32,4.71,3.43
Established,f,1,t,t,Centro,Entire home/apt,4,1,1,1,141.67,2,97,35,4.6,3.24
Veteran,f,32,t,f,Centro,Entire home/apt,2,1,1,1,144,1,97,0,4.25,1.15
Veteran,f,2,t,t,Centro,Entire home/apt,2,1,1,1,148.67,2,97,33,4.62,1.75
New,t,1,t,t,Centro,Entire home/apt,6,1,2,4,284.25,2,97,57,4.85,4.83
Veteran,f,6,t,t,Centro,Entire home/apt,4,2,2,,289.33,3,97,0,4.72,0.95
Veteran,t,5,t,t,Centro,Entire home/apt,6,1,2,5,294,1,97,8,4.72,1.16
Established,t,2,t,t,Centro,Entire home/apt,4,2,2,2,320,2,97,41,4.92,2.5
Veteran,t,9,t,t,Centro,Entire home/apt,16,4,7,18,675,1,97,62,4.92,4.63
Veteran,f,1,t,t,Centro,Private room,1,1.5,1,1,895,1,97,0,4.79,0.79
New,t,1,t,t,Chamartín,Private room,2,1,1,1,68.59,1,97,67,4.82,6.24
Established,f,5,t,t,Chamberí,Entire home/apt,5,2,2,3,196,3,97,22,4.57,2
Veteran,f,391,t,t,Chamberí,Entire home/apt,6,1,2,4,250.3,1,97,21,4.63,1.62
New,t,3,t,t,Ciudad Lineal,Private room,2,1.5,1,1,69,1,97,32,4.88,3.21
Established,f,173,t,t,Ciudad Lineal,Entire home/apt,4,1,1,1,90,1,97,57,4.43,2.71
Veteran,t,1,t,t,Latina,Private room,1,1,1,1,50,1,97,6,4.66,0.87
Veteran,f,1,t,t,Moncloa - Aravaca,Private room,1,1,2,1,42.5,2,97,21,4.94,1.88
Veteran,f,1,t,t,Moncloa - Aravaca,Private room,2,2,1,1,91.5,2,97,28,4.93,1.83
New,f,1,t,t,Puente de Vallecas,Private room,2,1,1,1,30,1,97,56,4.59,4.19
Veteran,f,21,t,t,Puente de Vallecas,Entire home/apt,4,1,1,2,91.5,2,97,17,4.72,1.24
Veteran,f,7,t,t,Retiro,Private room,1,1,1,1,37,1,97,48,4.51,2.84
Veteran,t,3,t,t,Retiro,Entire home/apt,4,1,2,2,250,4,97,33,4.81,3.15
Veteran,f,12,t,t,Retiro,Entire home/apt,4,2,2,3,272.33,2,97,31,4.92,2.89
Veteran,t,1,t,t,Salamanca,Entire home/apt,4,1,1,2,132.76,3,97,29,4.73,1.1
New,f,1,t,t,San Blas - Canillejas,Private room,2,1,1,1,47.67,3,97,28,4.75,2.89
Veteran,t,3,t,t,Villa de Vallecas,Entire home/apt,6,2,2,2,188.5,2,97,24,4.85,1.13
Established,t,3,t,t,Arganzuela,Entire home/apt,6,1.5,2,4,248.5,2,98,33,4.89,1.86
Veteran,t,3,t,t,Centro,Private room,1,1,1,1,72.32,25,98,10,4.74,0.68
Veteran,f,2,t,t,Centro,Entire home/apt,2,1,1,1,86.16,2,98,34,4.56,1.57
Veteran,t,33,t,t,Centro,Private room,2,1,1,1,93,1,98,49,4.79,2.69
Veteran,t,2,t,t,Centro,Entire home/apt,2,1,1,1,98,3,98,20,4.66,1.53
Veteran,f,10,t,t,Centro,Entire home/apt,4,1,1,2,105.71,4,98,13,4.62,1.13
Established,t,1,t,f,Centro,Entire home/apt,2,1,1,1,110.4,5,98,7,4.85,2.02
Veteran,t,30,t,t,Centro,Entire home/apt,4,1,1,2,155,1,98,28,4.86,2.51
Veteran,t,13,t,t,Centro,Entire home/apt,4,1,1,1,186,2,98,9,4.85,1.04
New,t,1,t,t,Centro,Entire home/apt,5,1.5,2,3,211.5,2,98,54,4.92,4.15
New,f,2,t,t,Centro,Entire home/apt,4,2,2,2,297,1,98,73,4.7,5.39
Veteran,t,60,t,t,Centro,Entire home/apt,4,1,1,2,407.55,1,98,50,4.85,3.81
Veteran,f,22,t,t,Centro,Entire home/apt,4,2,2,3,425.5,2,98,30,4.8,2.71
New,t,3,t,t,Chamartín,Entire home/apt,3,1,1,1,140,2,98,30,4.94,2.95
Veteran,t,79,t,t,Chamberí,Entire home/apt,6,2,3,5,213,2,98,28,4.71,2.82
